deliverable_id,discipline,project_phase,planned_value_usd,earned_value_usd,actual_cost_usd,completion_pct,planned_duration_days,actual_duration_days
DEL-11278,Instrumentation & Control,Construction & Erection,1883.41,155.83,158.59,8.3,105,111
DEL-11279,Piping & Layout,Construction & Erection,20492.62,17836.92,16459.53,87.0,60,49
DEL-11280,Civil & Structural,Construction & Erection,4967.94,2774.44,2945.02,55.8,23,24
DEL-11281,Mechanical Equipment,Procurement & Fabrication,4105.64,2280.56,2739.72,55.5,63,63
DEL-11282,Electrical,Procurement & Fabrication,2337.8,1367.75,1486.94,58.5,18,24
DEL-11283,Mechanical Equipment,Engineering & Design,51458.26,28288.29,24704.88,55.0,74,102
DEL-11284,Piping & Layout,Construction & Erection,2082.53,1799.05,1778.09,86.4,104,88
DEL-11285,Piping & Layout,Construction & Erection,3487.43,1252.27,1198.76,35.9,110,134
DEL-11286,Civil & Structural,Engineering & Design,6854.56,3865.21,4050.51,56.4,43,53
DEL-11287,Piping & Layout,Construction & Erection,7943.99,7748.92,9605.31,97.5,100,71
DEL-11288,Civil & Structural,Procurement & Fabrication,10576.03,1178.02,1198.84,11.1,61,76
DEL-11289,Piping & Layout,Engineering & Design,20870.39,11249.02,11550.23,53.9,91,70
DEL-11290,Piping & Layout,Pre-Commissioning,7368.18,4073.69,5322.87,55.3,101,97
DEL-11291,Civil & Structural,Engineering & Design,2111.55,1112.91,1303.7,52.7,77,68
DEL-11292,Piping & Layout,Engineering & Design,4001.58,3268.55,3680.75,81.7,45,34
DEL-11293,Mechanical Equipment,Construction & Erection,6287.17,2885.07,3847.87,45.9,65,83
DEL-11294,Mechanical Equipment,Construction & Erection,25708.6,10116.87,11264.85,39.4,55,48
DEL-11295,Electrical,Engineering & Design,1606.41,1533.54,1137.92,95.5,50,49
DEL-11296,Piping & Layout,Construction & Erection,12862.37,8754.39,10197.99,68.1,54,57
DEL-11297,Piping & Layout,Procurement & Fabrication,5675.6,379.3,303.89,6.7,109,132
DEL-11298,Piping & Layout,Engineering & Design,9607.16,5945.04,6585.92,61.9,74,64
DEL-11299,Mechanical Equipment,Engineering & Design,4529.67,3646.76,2855.19,80.5,29,34
DEL-11300,Electrical,Construction & Erection,2505.02,2001.19,1941.1,79.9,92,93
DEL-11301,Piping & Layout,Engineering & Design,8961.55,6272.01,6180.64,70.0,113,97
DEL-11302,Instrumentation & Control,Pre-Commissioning,8296.13,2571.3,2377.12,31.0,102,129
DEL-11303,Piping & Layout,Construction & Erection,10696.22,7600.74,7507.04,71.1,44,65
DEL-11304,Civil & Structural,Pre-Commissioning,4862.73,1915.25,2288.51,39.4,44,48
DEL-11305,Electrical,Engineering & Design,3041.61,714.39,666.46,23.5,41,38
DEL-11306,Instrumentation & Control,Pre-Commissioning,1412.29,446.31,500.66,31.6,54,49
DEL-11307,Electrical,Procurement & Fabrication,9466.35,7756.34,6943.11,81.9,92,112
DEL-11308,Electrical,Procurement & Fabrication,6898.86,3188.84,3225.75,46.2,59,63
DEL-11309,Piping & Layout,Engineering & Design,2269.63,659.92,718.37,29.1,89,75
DEL-11310,Electrical,Engineering & Design,3194.36,2673.94,2381.2,83.7,61,44
DEL-11311,Piping & Layout,Construction & Erection,3383.25,2336.34,1970.1,69.1,104,118
DEL-11312,Instrumentation & Control,Procurement & Fabrication,1500.59,609.15,678.46,40.6,70,56
DEL-11313,Civil & Structural,Engineering & Design,2555.12,529.93,640.41,20.7,68,67
DEL-11314,Electrical,Construction & Erection,1984.13,996.4,1024.44,50.2,99,137
DEL-11315,Civil & Structural,Engineering & Design,3533.4,2274.44,2209.4,64.4,23,21
DEL-11316,Mechanical Equipment,Construction & Erection,2721.78,1633.55,1737.04,60.0,79,100
DEL-11317,Civil & Structural,Procurement & Fabrication,1337.28,1154.33,1210.11,86.3,84,72
DEL-11318,Electrical,Construction & Erection,24786.94,22294.52,23998.61,89.9,15,19
DEL-11319,Piping & Layout,Construction & Erection,13386.91,10905.5,7633.85,81.5,100,118
DEL-11320,Piping & Layout,Procurement & Fabrication,2635.38,2410.72,2120.55,91.5,27,31
DEL-11321,Piping & Layout,Procurement & Fabrication,6111.56,2789.49,2547.4,45.6,52,49
DEL-11322,Piping & Layout,Procurement & Fabrication,6863.5,3085.4,3278.64,45.0,59,70
DEL-11323,Instrumentation & Control,Construction & Erection,12744.67,9003.94,9615.15,70.6,119,135
DEL-11324,Piping & Layout,Procurement & Fabrication,2553.23,1263.54,1434.66,49.5,54,78
DEL-11325,Instrumentation & Control,Engineering & Design,11774.43,5654.05,6098.66,48.0,109,102
DEL-11326,Piping & Layout,Engineering & Design,3170.6,2716.63,2295.25,85.7,29,38
DEL-11327,Piping & Layout,Procurement & Fabrication,1688.02,1625.59,2043.45,96.3,64,56
DEL-11328,Electrical,Procurement & Fabrication,8771.9,5503.65,6773.83,62.7,16,16
DEL-11329,Mechanical Equipment,Construction & Erection,13802.52,8906.92,7582.2,64.5,67,62
DEL-11330,Civil & Structural,Engineering & Design,38961.42,18239.84,19879.71,46.8,109,105
DEL-11331,Mechanical Equipment,Procurement & Fabrication,1882.24,1294.98,1231.12,68.8,40,41
DEL-11332,Electrical,Construction & Erection,8596.72,3685.28,3909.46,42.9,80,108
DEL-11333,Piping & Layout,Construction & Erection,3540.98,2321.08,2780.65,65.5,89,102
DEL-11334,Instrumentation & Control,Procurement & Fabrication,9197.5,7095.89,9646.97,77.2,47,61
DEL-11335,Instrumentation & Control,Procurement & Fabrication,1515.66,793.98,915.21,52.4,96,102
DEL-11336,Mechanical Equipment,Procurement & Fabrication,1789.67,1611.53,1747.28,90.0,99,130
DEL-11337,Piping & Layout,Pre-Commissioning,2642.02,1626.21,1608.36,61.6,73,81
DEL-11338,Mechanical Equipment,Engineering & Design,5235.26,1563.11,1668.33,29.9,109,98
DEL-11339,Piping & Layout,Pre-Commissioning,2942.85,1665.14,2071.38,56.6,40,51
DEL-11340,Piping & Layout,Construction & Erection,8326.87,5223.29,5397.19,62.7,108,147
DEL-11341,Piping & Layout,Procurement & Fabrication,11175.91,7501.97,6804.91,67.1,117,139
DEL-11342,Civil & Structural,Engineering & Design,7939.95,7291.21,5811.44,91.8,35,43
DEL-11343,Instrumentation & Control,Procurement & Fabrication,17944.34,5176.14,5781.52,28.8,63,83
DEL-11344,Electrical,Procurement & Fabrication,6854.5,4226.25,4552.07,61.7,94,95
DEL-11345,Electrical,Engineering & Design,1856.56,1465.43,1382.07,78.9,85,78
DEL-11346,Civil & Structural,Construction & Erection,14628.12,10324.99,12327.03,70.6,100,113
DEL-11347,Piping & Layout,Pre-Commissioning,3028.66,1216.85,1188.54,40.2,85,119
DEL-11348,Civil & Structural,Construction & Erection,10181.57,4787.63,4882.44,47.0,80,90
DEL-11349,Instrumentation & Control,Construction & Erection,17309.1,16425.03,17040.98,94.9,51,60
DEL-11350,Piping & Layout,Engineering & Design,7082.27,4017.72,3966.93,56.7,28,30
DEL-11351,Instrumentation & Control,Procurement & Fabrication,1484.86,695.84,748.29,46.9,86,96
DEL-11352,Mechanical Equipment,Engineering & Design,2357.67,1521.98,1845.75,64.6,107,102
DEL-11353,Civil & Structural,Construction & Erection,14160.27,9040.75,7853.05,63.8,21,25
DEL-11354,Electrical,Pre-Commissioning,4292.83,534.6,595.16,12.5,52,64
DEL-11355,Civil & Structural,Construction & Erection,5237.81,2760.07,2941.74,52.7,59,45
DEL-11356,Instrumentation & Control,Engineering & Design,9018.74,1137.13,1208.85,12.6,36,27
DEL-11357,Instrumentation & Control,Procurement & Fabrication,8578.88,1995.27,2336.02,23.3,58,41
DEL-11358,Civil & Structural,Construction & Erection,6142.82,2843.35,2978.1,46.3,95,129
DEL-11359,Piping & Layout,Procurement & Fabrication,4159.15,3386.21,3765.58,81.4,94,82
DEL-11360,Mechanical Equipment,Construction & Erection,3827.11,2211.39,2537.31,57.8,111,125
DEL-11361,Instrumentation & Control,Construction & Erection,9762.65,3559.65,3432.73,36.5,117,166
DEL-11362,Piping & Layout,Construction & Erection,7653.02,6290.84,6824.79,82.2,49,55
DEL-11363,Mechanical Equipment,Procurement & Fabrication,4000.44,1364.42,1367.67,34.1,116,135
DEL-11364,Mechanical Equipment,Engineering & Design,11680.66,7864.93,8023.0,67.3,74,66
DEL-11365,Electrical,Engineering & Design,4432.74,1682.11,1668.13,37.9,110,124
DEL-11366,Piping & Layout,Procurement & Fabrication,2486.6,1598.25,1775.11,64.3,17,15
DEL-11367,Electrical,Procurement & Fabrication,2677.99,2401.04,2526.48,89.7,81,55
DEL-11368,Instrumentation & Control,Construction & Erection,2246.23,1374.07,1510.35,61.2,86,92
DEL-11369,Piping & Layout,Construction & Erection,3952.38,1547.53,1605.37,39.2,109,123
DEL-11370,Piping & Layout,Engineering & Design,13186.9,6694.76,5351.67,50.8,69,66
DEL-11371,Instrumentation & Control,Procurement & Fabrication,2580.98,1465.25,1530.76,56.8,23,21
DEL-11372,Piping & Layout,Engineering & Design,5714.61,3163.39,3320.08,55.4,83,84
DEL-11373,Instrumentation & Control,Engineering & Design,2906.34,527.33,567.61,18.1,42,38
DEL-11374,Civil & Structural,Construction & Erection,3990.82,1270.26,1207.94,31.8,29,35
DEL-11375,Piping & Layout,Engineering & Design,1468.46,1259.44,1083.98,85.8,105,121
DEL-11376,Instrumentation & Control,Procurement & Fabrication,4119.84,3001.47,3402.74,72.9,45,62
DEL-11377,Civil & Structural,Engineering & Design,4209.23,446.24,445.78,10.6,73,72
DEL-11378,Civil & Structural,Construction & Erection,7572.14,2567.27,2735.9,33.9,118,127
DEL-11379,Civil & Structural,Construction & Erection,5875.96,3970.31,3961.5,67.6,96,105
DEL-11380,Mechanical Equipment,Engineering & Design,1884.25,576.45,598.98,30.6,116,114
DEL-11381,Piping & Layout,Procurement & Fabrication,11700.17,7976.6,7758.1,68.2,68,45
DEL-11382,Civil & Structural,Construction & Erection,5815.27,3990.34,3570.5,68.6,82,94
DEL-11383,Instrumentation & Control,Pre-Commissioning,5760.13,361.05,401.15,6.3,99,151
DEL-11384,Piping & Layout,Engineering & Design,4878.8,2391.9,2271.18,49.0,61,77
DEL-11385,Mechanical Equipment,Construction & Erection,3248.0,838.19,892.34,25.8,56,81
DEL-11386,Piping & Layout,Pre-Commissioning,5850.26,1784.84,1966.13,30.5,37,46
DEL-11387,Electrical,Pre-Commissioning,7190.17,7119.37,6777.48,99.0,100,103
DEL-11388,Piping & Layout,Construction & Erection,1214.98,458.7,394.22,37.8,79,93
DEL-11389,Instrumentation & Control,Construction & Erection,3193.88,760.82,1068.13,23.8,103,131
DEL-11390,Civil & Structural,Procurement & Fabrication,4007.98,2746.8,2639.22,68.5,68,50
DEL-11391,Piping & Layout,Construction & Erection,6032.62,4958.5,5620.53,82.2,119,137
DEL-11392,Piping & Layout,Procurement & Fabrication,12767.38,3184.41,4238.2,24.9,106,110
DEL-11393,Piping & Layout,Construction & Erection,2650.78,1117.9,1295.07,42.2,115,156
DEL-11394,Civil & Structural,Procurement & Fabrication,3299.84,2171.01,2160.01,65.8,25,28
DEL-11395,Piping & Layout,Construction & Erection,3261.6,2777.14,2860.27,85.1,77,44
DEL-11396,Electrical,Construction & Erection,2588.36,1833.3,1677.67,70.8,36,41
DEL-11397,Civil & Structural,Engineering & Design,3722.87,1581.4,1853.8,42.5,68,44
DEL-11398,Piping & Layout,Construction & Erection,9105.57,1682.59,1892.81,18.5,103,135
DEL-11399,Mechanical Equipment,Procurement & Fabrication,2115.26,835.05,804.02,39.5,99,90
DEL-11400,Electrical,Construction & Erection,6920.56,3437.49,3037.62,49.7,50,42
DEL-11401,Piping & Layout,Procurement & Fabrication,1259.51,900.63,758.16,71.5,72,65
DEL-11402,Piping & Layout,Procurement & Fabrication,3136.71,2398.25,2849.06,76.5,34,30
DEL-11403,Piping & Layout,Pre-Commissioning,3775.95,2937.0,3107.51,77.8,30,31
DEL-11404,Electrical,Engineering & Design,18767.61,10946.3,11737.14,58.3,106,94
DEL-11405,Mechanical Equipment,Construction & Erection,3944.82,992.48,909.66,25.2,70,70
DEL-11406,Civil & Structural,Procurement & Fabrication,844.72,665.99,546.43,78.8,107,80
DEL-11407,Electrical,Procurement & Fabrication,993.16,358.94,425.13,36.1,64,65
DEL-11408,Electrical,Procurement & Fabrication,5050.4,2911.24,3046.05,57.6,104,140
DEL-11409,Mechanical Equipment,Construction & Erection,8030.62,7127.89,8383.0,88.8,118,114
DEL-11410,Instrumentation & Control,Procurement & Fabrication,6636.66,6247.14,6135.38,94.1,80,95
DEL-11411,Piping & Layout,Engineering & Design,5619.83,5226.58,5249.98,93.0,88,71
DEL-11412,Piping & Layout,Engineering & Design,12454.13,4318.51,4953.31,34.7,27,32
DEL-11413,Piping & Layout,Engineering & Design,3191.76,1190.55,1368.96,37.3,29,37
DEL-11414,Piping & Layout,Pre-Commissioning,10056.04,9690.8,11237.79,96.4,87,117
DEL-11415,Civil & Structural,Pre-Commissioning,1331.94,804.08,800.64,60.4,41,45
DEL-11416,Instrumentation & Control,Procurement & Fabrication,2382.82,1845.64,2089.6,77.5,22,26
DEL-11417,Piping & Layout,Construction & Erection,1157.9,115.31,139.11,10.0,84,68
DEL-11418,Piping & Layout,Procurement & Fabrication,3944.68,3296.73,3376.79,83.6,114,112
DEL-11419,Civil & Structural,Construction & Erection,4736.2,2278.67,2194.3,48.1,64,58
DEL-11420,Instrumentation & Control,Construction & Erection,5384.51,4129.62,5126.56,76.7,102,115
DEL-11421,Piping & Layout,Pre-Commissioning,5164.21,2849.71,2683.95,55.2,81,77
DEL-11422,Civil & Structural,Procurement & Fabrication,2340.12,1167.81,1324.79,49.9,40,48
DEL-11423,Piping & Layout,Construction & Erection,4220.92,3031.49,3126.19,71.8,50,78
DEL-11424,Piping & Layout,Engineering & Design,1483.33,835.8,638.36,56.3,35,41
DEL-11425,Instrumentation & Control,Pre-Commissioning,14626.4,8396.96,10154.35,57.4,91,122
DEL-11426,Instrumentation & Control,Engineering & Design,3854.9,1422.94,996.06,36.9,66,54
DEL-11427,Piping & Layout,Construction & Erection,3323.89,1105.84,820.96,33.3,25,26
DEL-11428,Instrumentation & Control,Construction & Erection,17520.94,10362.83,11597.04,59.1,22,24
DEL-11429,Mechanical Equipment,Construction & Erection,1819.29,766.53,857.8,42.1,71,76
DEL-11430,Instrumentation & Control,Engineering & Design,1997.26,1018.59,961.91,51.0,60,86
DEL-11431,Civil & Structural,Pre-Commissioning,2044.74,1055.47,1121.09,51.6,92,84
DEL-11432,Civil & Structural,Engineering & Design,4655.03,4196.68,2937.67,90.2,111,125
DEL-11433,Civil & Structural,Construction & Erection,6941.72,2549.56,2921.91,36.7,16,9
DEL-11434,Mechanical Equipment,Engineering & Design,8881.63,4607.25,4964.12,51.9,78,89
DEL-11435,Piping & Layout,Procurement & Fabrication,38468.55,29588.58,30569.54,76.9,66,77
DEL-11436,Piping & Layout,Procurement & Fabrication,812.77,327.09,341.2,40.2,79,83
DEL-11437,Piping & Layout,Procurement & Fabrication,7998.33,6875.44,7659.16,86.0,25,28
DEL-11438,Electrical,Engineering & Design,3147.29,1509.16,1562.99,48.0,20,19
DEL-11439,Piping & Layout,Engineering & Design,3074.41,2341.14,1776.67,76.1,110,90
DEL-11440,Mechanical Equipment,Procurement & Fabrication,2993.45,2146.41,2939.41,71.7,93,80
DEL-11441,Instrumentation & Control,Construction & Erection,2375.55,1894.86,2311.95,79.8,90,80
DEL-11442,Piping & Layout,Construction & Erection,18913.29,17105.68,14492.93,90.4,78,63
DEL-11443,Mechanical Equipment,Engineering & Design,9641.56,1549.18,1530.94,16.1,115,91
DEL-11444,Civil & Structural,Procurement & Fabrication,5006.82,3513.63,3529.78,70.2,107,96
DEL-11445,Instrumentation & Control,Engineering & Design,14484.18,11580.39,13917.64,80.0,69,68
DEL-11446,Piping & Layout,Engineering & Design,1465.54,1349.36,966.29,92.1,58,63
DEL-11447,Mechanical Equipment,Construction & Erection,1695.0,141.96,137.02,8.4,100,82
DEL-11448,Electrical,Construction & Erection,860.6,311.53,241.72,36.2,28,24
DEL-11449,Instrumentation & Control,Engineering & Design,2808.68,1773.74,1768.83,63.2,97,91
DEL-11450,Mechanical Equipment,Engineering & Design,5593.49,4157.81,4029.44,74.3,19,22
DEL-11451,Civil & Structural,Engineering & Design,5336.29,4240.93,4461.26,79.5,113,93
DEL-11452,Mechanical Equipment,Construction & Erection,5538.47,1580.16,1499.99,28.5,39,37
DEL-11453,Instrumentation & Control,Pre-Commissioning,1589.47,1484.87,1376.99,93.4,64,80
DEL-11454,Mechanical Equipment,Engineering & Design,9344.32,4521.52,5122.65,48.4,116,105
DEL-11455,Piping & Layout,Engineering & Design,5953.31,1865.28,2067.1,31.3,87,71
DEL-11456,Instrumentation & Control,Construction & Erection,8834.71,8402.54,9433.61,95.1,85,89
DEL-11457,Mechanical Equipment,Pre-Commissioning,1081.16,936.94,949.56,86.7,96,86
DEL-11458,Mechanical Equipment,Procurement & Fabrication,6305.6,4240.36,4046.32,67.2,16,8
DEL-11459,Piping & Layout,Engineering & Design,1900.34,678.23,693.27,35.7,24,26
DEL-11460,Mechanical Equipment,Engineering & Design,3576.51,801.41,893.72,22.4,16,20
DEL-11461,Civil & Structural,Construction & Erection,7536.34,5885.24,4199.02,78.1,74,78
DEL-11462,Mechanical Equipment,Procurement & Fabrication,5286.31,3948.12,4339.45,74.7,59,75
DEL-11463,Piping & Layout,Engineering & Design,2486.84,1647.55,1789.85,66.3,22,26
DEL-11464,Mechanical Equipment,Construction & Erection,4939.5,4048.02,4247.68,82.0,72,64
DEL-11465,Instrumentation & Control,Engineering & Design,1443.42,723.5,736.23,50.1,21,31
DEL-11466,Piping & Layout,Construction & Erection,12335.22,3934.5,2754.15,31.9,113,127
DEL-11467,Instrumentation & Control,Procurement & Fabrication,4170.42,4089.3,3983.06,98.1,101,116
DEL-11468,Civil & Structural,Engineering & Design,12026.16,5300.47,6935.22,44.1,86,74
DEL-11469,Instrumentation & Control,Construction & Erection,3225.28,2375.17,2474.78,73.6,35,26
DEL-11470,Electrical,Procurement & Fabrication,3232.91,2349.67,2335.35,72.7,111,94
DEL-11471,Mechanical Equipment,Pre-Commissioning,2666.84,1770.28,1845.58,66.4,61,76
DEL-11472,Electrical,Procurement & Fabrication,9906.43,7754.36,8477.19,78.3,15,21
DEL-11473,Instrumentation & Control,Engineering & Design,2786.26,1481.77,1687.48,53.2,26,29
DEL-11474,Civil & Structural,Construction & Erection,8231.11,3511.01,3530.92,42.7,89,96
DEL-11475,Piping & Layout,Engineering & Design,3619.31,1095.9,1209.58,30.3,62,78
DEL-11476,Mechanical Equipment,Pre-Commissioning,1011.54,445.85,575.82,44.1,108,144
DEL-11477,Electrical,Procurement & Fabrication,3114.27,1334.29,1589.05,42.8,18,14
DEL-11478,Electrical,Procurement & Fabrication,1913.55,1008.06,1402.25,52.7,48,67
DEL-11479,Electrical,Engineering & Design,5049.89,4987.58,4695.73,98.8,101,99
DEL-11480,Civil & Structural,Procurement & Fabrication,1896.33,1098.64,1418.81,57.9,46,59
DEL-11481,Electrical,Construction & Erection,10309.08,3022.01,2784.47,29.3,17,14
DEL-11482,Piping & Layout,Construction & Erection,4569.41,1423.47,1555.91,31.2,106,134
DEL-11483,Civil & Structural,Engineering & Design,4263.83,646.95,743.91,15.2,82,63
DEL-11484,Piping & Layout,Engineering & Design,8305.84,4374.31,4214.14,52.7,71,91
DEL-11485,Piping & Layout,Construction & Erection,10626.71,5210.21,5487.37,49.0,90,107
DEL-11486,Civil & Structural,Pre-Commissioning,4836.38,4608.49,5422.21,95.3,38,28
DEL-11487,Civil & Structural,Engineering & Design,2651.92,1173.1,1095.04,44.2,47,62
DEL-11488,Mechanical Equipment,Procurement & Fabrication,1188.95,936.15,1208.02,78.7,17,15
DEL-11489,Civil & Structural,Procurement & Fabrication,2838.87,1606.79,1337.35,56.6,18,23
DEL-11490,Civil & Structural,Construction & Erection,2999.59,2346.74,3123.4,78.2,44,48
DEL-11491,Piping & Layout,Engineering & Design,5354.25,4821.78,5738.87,90.1,84,68
DEL-11492,Civil & Structural,Engineering & Design,3728.95,619.48,635.92,16.6,63,54
DEL-11493,Piping & Layout,Construction & Erection,8521.49,159.72,156.46,1.9,44,81
DEL-11494,Piping & Layout,Engineering & Design,3009.75,2703.51,2606.04,89.8,86,131
DEL-11495,Mechanical Equipment,Procurement & Fabrication,4695.53,3465.32,3533.35,73.8,96,98
DEL-11496,Mechanical Equipment,Procurement & Fabrication,12672.5,2399.82,2478.35,18.9,30,34
DEL-11497,Mechanical Equipment,Procurement & Fabrication,6460.49,5149.12,6324.58,79.7,67,87
DEL-11498,Civil & Structural,Procurement & Fabrication,4684.29,749.78,1001.18,16.0,20,16
DEL-11499,Civil & Structural,Procurement & Fabrication,3036.45,1960.85,2097.93,64.6,38,46
DEL-11500,Instrumentation & Control,Engineering & Design,2961.39,1868.2,1705.96,63.1,106,133
DEL-11501,Civil & Structural,Construction & Erection,2488.68,1871.55,1793.21,75.2,110,125
DEL-11502,Civil & Structural,Construction & Erection,3188.14,2806.78,2841.97,88.0,103,138
DEL-11503,Piping & Layout,Construction & Erection,8995.98,3598.62,3186.51,40.0,42,46
DEL-11504,Piping & Layout,Engineering & Design,4115.39,3032.04,2617.14,73.7,35,45
DEL-11505,Civil & Structural,Engineering & Design,1669.34,1223.77,1657.68,73.3,22,24
DEL-11506,Civil & Structural,Engineering & Design,20222.18,15943.64,17305.1,78.8,50,38
DEL-11507,Mechanical Equipment,Procurement & Fabrication,6348.49,5223.68,4779.82,82.3,23,29
DEL-11508,Civil & Structural,Procurement & Fabrication,1594.71,1059.83,1232.05,66.5,54,71
DEL-11509,Mechanical Equipment,Construction & Erection,3451.35,703.69,607.46,20.4,99,102
DEL-11510,Electrical,Engineering & Design,5370.68,4349.41,3808.33,81.0,65,51
DEL-11511,Electrical,Engineering & Design,19219.37,16091.48,14796.82,83.7,15,19
DEL-11512,Electrical,Procurement & Fabrication,2025.37,1006.93,1297.11,49.7,77,86
DEL-11513,Instrumentation & Control,Construction & Erection,10730.36,4504.89,4514.21,42.0,82,92
DEL-11514,Piping & Layout,Engineering & Design,15056.86,13483.82,9438.67,89.6,88,97
DEL-11515,Piping & Layout,Construction & Erection,2972.26,2597.85,3173.3,87.4,40,50
DEL-11516,Piping & Layout,Engineering & Design,3936.27,3266.34,3246.88,83.0,54,60
DEL-11517,Mechanical Equipment,Construction & Erection,2145.12,1629.15,1242.37,75.9,17,16
DEL-11518,Instrumentation & Control,Construction & Erection,4176.51,2437.32,2419.03,58.4,23,17
DEL-11519,Piping & Layout,Engineering & Design,4772.99,3269.11,3655.36,68.5,46,45
DEL-11520,Instrumentation & Control,Engineering & Design,8330.84,7655.84,8426.08,91.9,81,101
DEL-11521,Piping & Layout,Procurement & Fabrication,11756.33,6182.08,8097.05,52.6,18,18
DEL-11522,Instrumentation & Control,Engineering & Design,2701.39,1778.95,1622.55,65.9,20,25
DEL-11523,Civil & Structural,Construction & Erection,1018.55,532.13,557.15,52.2,87,68
DEL-11524,Piping & Layout,Construction & Erection,4831.94,2303.96,2154.35,47.7,40,34
DEL-11525,Civil & Structural,Construction & Erection,6215.68,4928.98,3985.93,79.3,16,14
DEL-11526,Piping & Layout,Construction & Erection,6000.12,3192.08,3743.76,53.2,80,87
DEL-11527,Piping & Layout,Procurement & Fabrication,3784.47,3233.34,3587.37,85.4,99,140
DEL-11528,Piping & Layout,Engineering & Design,5430.58,3320.07,3594.15,61.1,100,151
DEL-11529,Electrical,Construction & Erection,16520.48,8701.37,9606.47,52.7,17,22
DEL-11530,Civil & Structural,Procurement & Fabrication,6670.08,5238.21,4909.14,78.5,49,33
DEL-11531,Piping & Layout,Construction & Erection,3645.71,1504.83,1338.01,41.3,73,66
DEL-11532,Mechanical Equipment,Engineering & Design,3293.95,2528.49,2643.91,76.8,52,24
DEL-11533,Electrical,Engineering & Design,4290.33,2440.85,2963.64,56.9,47,51
DEL-11534,Piping & Layout,Pre-Commissioning,18203.92,11344.68,14534.93,62.3,29,40
DEL-11535,Civil & Structural,Engineering & Design,4244.42,2782.21,3225.46,65.5,89,109
DEL-11536,Piping & Layout,Pre-Commissioning,4837.55,3207.32,3349.65,66.3,88,62
DEL-11537,Piping & Layout,Pre-Commissioning,3341.41,698.24,754.43,20.9,114,153
DEL-11538,Mechanical Equipment,Construction & Erection,11839.38,3671.99,3825.25,31.0,28,36
DEL-11539,Piping & Layout,Construction & Erection,23573.3,8654.72,7669.02,36.7,80,109
DEL-11540,Civil & Structural,Construction & Erection,7047.94,3353.87,3500.42,47.6,59,76
DEL-11541,Electrical,Construction & Erection,5251.23,4581.55,3847.48,87.2,62,59
DEL-11542,Piping & Layout,Engineering & Design,5061.54,4454.66,4549.94,88.0,58,40
DEL-11543,Mechanical Equipment,Procurement & Fabrication,729.64,666.66,856.93,91.4,51,66
DEL-11544,Piping & Layout,Construction & Erection,8920.62,8812.94,10253.23,98.8,43,52
DEL-11545,Instrumentation & Control,Procurement & Fabrication,5471.64,1312.51,1183.27,24.0,113,75
DEL-11546,Civil & Structural,Procurement & Fabrication,6923.48,4598.08,4732.05,66.4,98,85
DEL-11547,Electrical,Procurement & Fabrication,2781.74,2618.9,2395.89,94.1,99,86
DEL-11548,Mechanical Equipment,Construction & Erection,3613.51,803.06,827.65,22.2,48,58
DEL-11549,Piping & Layout,Construction & Erection,3537.52,3046.69,3644.35,86.1,73,77
DEL-11550,Mechanical Equipment,Engineering & Design,11128.88,10644.18,12112.56,95.6,57,57
DEL-11551,Instrumentation & Control,Pre-Commissioning,3630.02,3400.38,4803.45,93.7,47,46
DEL-11552,Mechanical Equipment,Construction & Erection,26007.19,22422.55,27330.21,86.2,33,28
DEL-11553,Electrical,Construction & Erection,6937.45,3110.14,3329.71,44.8,22,28
DEL-11554,Instrumentation & Control,Construction & Erection,1771.27,426.93,487.38,24.1,45,41
DEL-11555,Piping & Layout,Construction & Erection,4434.47,2667.04,2692.73,60.1,25,32
DEL-11556,Piping & Layout,Engineering & Design,2918.02,2167.58,1887.69,74.3,22,17
DEL-11557,Mechanical Equipment,Construction & Erection,849.37,364.84,450.9,43.0,39,38
DEL-11558,Civil & Structural,Engineering & Design,17669.17,3118.85,3715.64,17.7,34,49
DEL-11559,Electrical,Construction & Erection,8625.81,6686.21,6711.9,77.5,52,58
DEL-11560,Instrumentation & Control,Pre-Commissioning,7529.36,3100.85,3352.3,41.2,21,20
DEL-11561,Civil & Structural,Engineering & Design,5610.09,2049.5,2512.97,36.5,91,85
DEL-11562,Piping & Layout,Engineering & Design,1626.83,1484.38,1732.2,91.2,53,47
DEL-11563,Electrical,Construction & Erection,3337.93,2372.9,1947.05,71.1,88,101
DEL-11564,Piping & Layout,Engineering & Design,9637.57,7705.91,8295.74,80.0,86,107
DEL-11565,Electrical,Construction & Erection,2119.69,974.66,989.14,46.0,34,38
DEL-11566,Civil & Structural,Engineering & Design,648.45,580.13,700.19,89.5,95,100
DEL-11567,Mechanical Equipment,Engineering & Design,4098.25,367.82,439.42,9.0,25,30
DEL-11568,Piping & Layout,Pre-Commissioning,4387.85,3159.95,3911.36,72.0,30,23
DEL-11569,Mechanical Equipment,Construction & Erection,5477.76,3959.39,3453.84,72.3,115,131
DEL-11570,Civil & Structural,Construction & Erection,8802.71,6117.78,5642.94,69.5,56,64
DEL-11571,Mechanical Equipment,Procurement & Fabrication,8185.21,7655.92,9241.56,93.5,110,122
DEL-11572,Piping & Layout,Construction & Erection,6045.18,4137.44,3935.75,68.4,104,99
DEL-11573,Electrical,Construction & Erection,12790.08,9326.5,7571.11,72.9,66,60
DEL-11574,Instrumentation & Control,Construction & Erection,1458.0,1180.71,1322.26,81.0,51,41
